1235603737.310404, 80.445921, 35.360520, -1.569961
1235603738.337082, 80.454893, 34.652226, -1.573815
1235603739.391733, 80.458578, 33.991499, -1.564000
1235603740.405408, 80.468043, 33.331313, -1.549792
1235603741.232151, 80.483627, 32.824910, -1.550490
1235603742.326802, 80.471027, 32.217076, -1.641851
1235603743.260501, 80.476450, 31.706067, -1.528194
1235603744.274164, 80.478715, 31.244878, -1.535213
1235603745.394804, 80.478403, 30.879620, -1.608564
1235603746.302523, 80.427122, 30.628117, -1.956471
1235603747.369168, 80.178513, 30.232988, -2.324074
1235603748.476826, 79.995656, 29.950794, -1.782325
1235603749.476826, 79.995656, 29.950794, -1.782325
1235603750.317254, 80.172881, 29.538778, -1.065862
1235603751.345902, 80.220885, 29.120472, -1.491383
1235603752.332574, 80.271530, 28.704715, -1.479275
1235603753.332254, 80.283851, 28.262953, -1.494205
1235603754.332254, 80.283851, 28.262953, -1.494205
1235603755.332254, 80.283851, 28.262953, -1.494205
1235603756.332254, 80.283851, 28.262953, -1.494205
1235603757.494921, 80.310704, 27.927333, -1.679822
1235603758.494921, 80.310704, 27.927333, -1.679822
1235603759.269352, 80.330383, 27.987740, -2.029125
1235603760.309697, 80.316000, 28.000000, -2.029125
1235603761.564604, 80.303899, 28.027077, -2.209787
1235603762.297375, 80.275484, 27.990430, -2.250893
1235603763.498982, 80.177547, 27.850450, -2.509398
1235603764.285729, 80.063670, 27.829576, -2.653895
1235603765.446363, 79.872826, 27.754563, -2.879878
1235603766.233244, 79.737298, 27.726707, -3.005660
1235603767.380734, 79.531769, 27.749920, -3.009206
1235603768.154485, 79.343861, 27.688297, -3.088915
1235603769.302116, 79.139505, 27.682652, -3.124753
1235603770.435753, 78.930283, 27.679528, -3.124513
1235603771.236498, 78.790582, 27.678314, -3.141423
1235603772.397121, 78.585367, 27.682754, 3.101611
1235603773.170872, 78.448654, 27.689571, 3.072237
1235603774.291512, 78.193364, 27.703854, 3.066707
1235603775.426450, 77.987129, 27.718395, 3.063535
1235603776.585775, 77.783269, 27.735491, 3.047161
1235603777.373522, 77.644085, 27.699712, 3.025758
1235603778.507156, 77.439841, 27.721818, 3.025556
1235603779.240921, 77.304298, 27.786722, 3.031232
1235603780.388553, 77.154162, 27.808529, 3.005825
1235603781.562175, 76.947941, 27.840576, 2.963508
1235603782.308935, 76.763204, 27.865641, 2.966076
1235603783.496552, 76.557971, 27.896030, 3.014561
1235603784.270303, 76.423951, 27.909219, 3.067119
1235603785.457922, 76.212261, 27.864301, -3.137880
1235603786.204681, 76.080738, 27.912590, -3.107246
1235603787.379312, 75.871615, 27.900572, -3.078810
1235603788.499943, 75.665490, 27.887987, -3.085475
1235603789.259703, 75.526725, 27.829921, -3.089592
1235603790.153412, 75.407405, 27.822550, -3.084986
1235603791.394013, 75.226486, 27.812599, -3.083950
1235603792.394013, 75.226486, 27.812599, -3.083950
1235603793.394013, 75.226486, 27.812599, -3.083950
1235603794.394013, 75.226486, 27.812599, -3.083950
1235603795.394013, 75.226486, 27.812599, -3.083950
1235603796.394013, 75.226486, 27.812599, -3.083950
1235603797.264125, 75.236451, 27.858371, 2.782120
1235603798.571704, 75.254163, 27.849238, 2.615557
1235603799.946277, 75.270750, 27.838115, 2.454444
1235603780.946277, 75.270750, 27.838115, 2.454444
1235603801.293843, 75.284382, 27.824368, 2.272151
1235603802.627400, 75.295752, 27.808574, 2.116677
1235603803.934994, 75.305201, 27.790985, 1.947474
1235603804.934994, 75.305201, 27.790985, 1.947474
1235603805.335530, 75.310969, 27.825596, 1.755820
1235603806.335530, 75.310969, 27.825596, 1.755820
1235603807.964521, 75.303103, 27.832886, 1.652347
1235603808.350574, 75.347519, 27.899323, 1.640695
1235603809.485594, 75.330585, 28.096863, 1.690465
1235603810.271974, 75.312849, 28.234038, 1.710079
1235603811.405592, 75.235587, 28.490242, 1.703399
1235603812.513233, 75.207599, 28.694586, 1.702099
1235603813.274345, 75.238388, 28.780796, 1.719820
1235603814.447610, 75.163105, 29.036803, 1.677814
1235603815.223935, 75.150614, 29.175472, 1.646722
1235603816.409373, 75.136660, 29.388642, 1.640827
1235603817.195730, 75.126922, 29.529133, 1.646480
1235603818.329362, 75.111332, 29.736265, 1.639963
1235603819.516981, 75.106875, 29.996090, 1.557006
1235603820.278103, 75.106318, 30.084424, 1.567037
1235603821.411371, 75.157111, 30.289679, 1.575537
1235603822.172120, 75.157203, 30.430002, 1.585581
1235603823.319750, 75.110627, 30.687156, 1.513022
1235603824.466392, 75.178206, 30.837674, 1.478189
1235603825.240141, 75.143014, 31.029766, 1.471805
1235603826.774642, 75.228659, 31.296948, 1.385315
1235603827.535393, 75.207105, 31.431682, 1.344855
1235603828.295151, 75.240063, 31.567753, 1.319668
1235603829.469771, 75.350720, 31.765513, 1.270529
1235603830.216531, 75.391902, 31.896820, 1.279629
1235603831.337173, 75.404576, 32.144539, 1.257706
1235603832.484801, 75.468339, 32.338520, 1.248875
1235603833.258552, 75.523070, 32.467984, 1.101719
1235603834.432175, 75.687403, 32.636835, 0.868369
1235603835.205931, 75.775575, 32.736739, 0.711821
1235603836.366553, 75.936732, 32.800984, 0.477777
1235603837.554171, 76.139987, 32.874395, 0.221464
1235603838.314991, 76.280525, 32.894350, 0.084482
1235603839.128667, 76.425404, 32.901782, 0.011361
1235603840.249306, 76.667783, 32.895790, -0.036059
1235603841.409931, 77.043990, 32.874570, -0.069180
1235603842.289651, 77.315812, 32.852400, -0.099304
1235603843.491262, 77.684799, 32.812612, -0.112964
1235603844.370980, 77.958385, 32.787526, -0.056779
1235603845.291686, 78.235207, 32.779584, -0.026527
1235603846.452311, 78.608398, 32.769363, -0.035652
1235603847.346023, 78.934900, 32.755131, -0.078635
1235603848.213744, 79.208002, 32.736254, -0.063832
